Player,Round,Opponent,Opponent_FDR,isHome,Points,minutes,Opponent_PrevWeek,Opponent_FDR_PrevWeek,isHome_PrevWeek,Points_PrevWeek,Opponent_2PrevWeek,Opponent_FDR_2PrevWeek,isHome_2PrevWeek,Points_2PrevWeek,isCaptain,ICT_index,Threat,Influence,Transfers_Balance,Value,BPS,DefenseOdds,OffenceOdds
Soares,5,2,3,1,1,0,90,7,2,0,12,7,2,1,1,0,3.2,19.0,10.8,34391,44,9,39.38,21.44
Azpilicueta,5,2,5,1,1,2,90,2,2,1,6,2,3,0,2,0,6.8,0.0,21.4,-36334,64,24,2.2,-3.58
Stephens,5,2,16,2,0,1,90,9,1,1,1,9,2,0,2,0,1.4,0.0,12.4,-39193,45,11,72.13,41.6
Amartey,5,3,2,3,0,0,0,12,4,1,1,12,5,0,2,0,0.0,0.0,0.0,-858,45,0,24.36,64.71
Ings,5,4,3,1,1,7,83,7,2,0,8,7,2,1,2,0,11.6,58.0,42.2,170974,56,28,39.38,21.44
Rose,5,2,12,4,1,1,90,18,3,0,1,18,3,0,5,0,2.9,20.0,6.2,-2266,59,4,21.67,68.08
Ward,5,1,6,4,0,2,76,1,4,1,7,1,4,0,1,0,2.0,6.0,2.2,9532,45,7,106.57,59.6
Welbeck,5,4,15,3,0,1,10,5,2,0,1,5,1,1,8,0,1.6,6.0,0.0,274,65,1,9.76,41.92
Gosling,5,3,11,3,1,1,90,6,4,0,1,6,4,1,2,0,2.1,0.0,20.0,-41,50,9,19.2,54.95
Janmaat,5,2,14,4,1,1,71,17,4,1,2,17,4,1,7,0,0.8,0.0,7.6,-673,50,9,75.21,35.76
Hoilett,5,3,6,4,0,2,90,1,4,1,1,1,4,0,0,0,2.9,0.0,14.4,-1339,53,9,106.57,59.6
De Gea,5,1,18,3,0,3,90,4,3,0,6,4,3,1,1,0,2.6,0.0,25.8,-55313,59,15,40.85,15.76
Luiz Moreira Marinho,5,2,5,1,1,2,90,2,2,1,8,2,3,0,2,0,2.2,0.0,19.8,11458,55,13,2.2,-3.58
Silva,5,3,9,1,1,11,90,15,2,1,2,15,3,0,1,1,16.1,51.0,54.2,38067,85,36,-5.47,-9.84
Sánchez,5,3,12,4,1,0,0,18,3,0,1,18,3,0,0,0,0.0,0.0,0.0,-10417,59,0,21.67,68.08
Pröpper,5,3,16,2,0,2,90,9,1,1,1,9,2,0,2,0,1.3,4.0,6.8,-438,49,12,72.13,41.6
Yedlin,5,2,1,4,1,1,90,13,5,0,7,13,4,1,2,0,1.2,0.0,10.4,3395,45,8,29.41,78.41
Gray,5,4,2,3,0,2,60,12,4,1,2,12,5,0,9,0,0.9,6.0,0.0,28482,55,3,24.36,64.71
Odoi,5,2,13,5,0,1,90,3,2,0,1,3,1,1,1,0,3.1,0.0,30.8,-549,45,19,58.36,114.12
Rico,5,1,11,3,1,1,90,6,4,0,1,6,4,1,0,0,2.2,4.0,11.8,3013,45,7,19.2,54.95
Jota,5,3,4,3,1,2,87,19,3,0,3,19,3,1,2,0,9.5,46.0,8.4,-20417,62,12,28.39,16.2
Calvert-Lewin,5,4,19,3,1,1,90,10,1,1,7,10,2,0,1,0,1.0,6.0,2.2,7245,54,3,12.35,44.26
McNeil,5,3,20,3,0,0,0,14,4,1,1,0,0,0,0,0,0.0,0.0,0.0,227,45,0,80.92,49.54
Hazard,5,3,5,1,1,20,83,2,2,1,11,2,3,0,8,1,21.1,69.0,111.6,364850,107,71,2.2,-3.58
Santana de Moraes,5,1,9,1,1,7,90,15,2,1,2,15,3,0,2,0,2.7,0.0,17.4,8668,56,26,-5.47,-9.84
Kachunga,5,4,7,2,1,2,67,8,3,0,1,8,2,1,0,0,0.9,0.0,1.6,-92,49,3,62.86,36.38
Bailly,5,2,18,3,0,1,1,4,3,0,1,4,3,1,0,0,0.0,0.0,0.0,-23678,53,3,40.85,15.76
Durm,5,2,7,2,1,0,0,8,3,0,1,8,2,1,0,0,0.0,0.0,0.0,-441,45,0,62.86,36.38
Capoue,5,3,14,4,1,1,90,17,4,1,1,17,4,1,6,0,2.5,0.0,21.6,1361,50,9,75.21,35.76
Balbuena,5,2,8,3,0,2,90,20,3,1,2,20,3,0,1,0,2.1,0.0,20.8,-1419,44,14,29.01,75.6
Fernández,5,2,1,4,1,5,90,13,5,0,1,13,4,1,0,0,7.9,22.0,42.0,-523,45,27,29.41,78.41
Pereira Gomes,5,3,8,3,0,2,90,20,3,1,2,20,3,0,5,0,7.2,7.0,22.2,-13533,69,17,29.01,75.6
Llorente,5,4,12,4,1,0,0,18,3,0,1,18,3,0,0,0,0.0,0.0,0.0,-656,58,0,21.67,68.08
Luiz Rosa,5,3,9,1,1,6,90,15,2,1,2,15,3,0,2,0,6.4,9.0,30.4,-20546,54,29,-5.47,-9.84
Hadergjonaj,5,2,7,2,1,2,90,8,3,0,1,8,2,1,6,0,3.3,17.0,11.4,-300,45,14,62.86,36.38
de Jesus,5,4,9,1,1,1,36,15,2,1,1,15,3,0,1,0,5.8,40.0,6.0,-14952,104,0,-5.47,-9.84
Madine,5,4,6,4,0,1,13,1,4,1,1,1,4,0,0,0,0.2,2.0,0.0,-234,45,2,106.57,59.6
Bong,5,2,16,2,0,1,90,9,1,1,1,9,2,0,2,0,2.2,0.0,5.4,-562,45,8,72.13,41.6
Wijnaldum,5,3,17,5,0,9,90,11,3,0,2,11,3,1,3,1,8.3,25.0,43.4,-1954,55,30,14.23,53.83
Murray,5,4,16,2,0,6,90,9,1,1,12,9,2,0,2,0,7.2,19.0,40.6,61837,65,26,72.13,41.6
Xhaka,5,3,15,3,0,9,90,5,2,0,4,5,1,1,2,1,7.3,7.0,50.6,-6285,53,33,9.76,41.92
Sigurdsson,5,3,19,3,1,7,90,10,1,1,2,10,2,0,4,0,11.5,61.0,41.0,-4290,74,25,12.35,44.26
Arter,5,3,6,4,0,1,45,1,4,1,1,1,4,0,2,0,0.0,0.0,0.2,-671,50,5,106.57,59.6
Kane,5,4,12,4,1,2,90,18,3,0,2,18,3,0,10,0,5.0,48.0,0.2,-85075,125,2,21.67,68.08
Maguire,5,2,2,3,0,-1,90,12,4,1,1,12,5,0,10,0,8.9,57.0,31.2,-14504,55,15,24.36,64.71
Winks,5,3,12,4,1,2,72,18,3,0,1,18,3,0,1,0,0.9,2.0,4.2,37,55,9,21.67,68.08
Mkhitaryan,5,3,15,3,0,1,21,5,2,0,1,5,1,1,2,0,2.5,20.0,2.4,-165861,72,1,9.76,41.92
Bellerín,5,2,15,3,0,2,90,5,2,0,0,5,1,1,5,0,3.4,8.0,15.2,-65120,54,12,9.76,41.92
Costa,5,3,4,3,1,3,65,19,3,0,3,19,3,1,2,0,5.4,38.0,6.6,286,49,14,28.39,16.2
Gündogan,5,3,9,1,1,1,23,15,2,1,1,15,3,0,8,0,3.1,8.0,8.6,-8139,55,12,-5.47,-9.84
Success Ajayi,5,4,14,4,1,1,2,17,4,1,0,17,4,1,1,0,0.3,2.0,1.0,9621,45,3,75.21,35.76
Diop,5,2,8,3,0,2,90,20,3,1,2,20,3,0,-2,0,4.4,17.0,26.8,-2774,44,12,29.01,75.6
Cork,5,3,20,3,0,1,90,14,4,1,2,14,4,0,2,0,1.6,2.0,11.4,-4079,49,8,80.92,49.54
Wilshere,5,3,8,3,0,0,0,20,3,1,3,20,3,0,1,0,0.0,0.0,0.0,-31610,49,0,29.01,75.6
Murphy,5,3,1,4,1,2,68,13,5,0,1,13,4,1,3,0,1.3,8.0,0.0,-93,49,4,29.41,78.41
Lascelles,5,2,1,4,1,1,45,13,5,0,1,13,4,1,0,0,1.1,6.0,5.0,-27500,49,3,29.41,78.41
Maddison,5,3,2,3,0,8,90,12,4,1,5,12,5,0,2,1,15.0,51.0,57.8,111040,66,32,24.36,64.71
McArthur,5,3,10,2,0,2,90,16,2,1,2,16,2,0,2,0,4.8,10.0,14.8,-3155,49,6,48.74,27.33
Milner,5,3,17,5,0,2,90,11,3,0,4,11,3,1,3,0,6.3,2.0,20.4,83557,56,22,14.23,53.83
Tarkowski,5,2,20,3,0,2,90,14,4,1,1,14,4,0,5,0,5.0,4.0,45.0,-26557,50,15,80.92,49.54
Vestergaard,5,2,3,1,1,1,90,7,2,0,5,7,2,1,1,0,2.3,0.0,19.8,-544,49,14,39.38,21.44
Vertonghen,5,2,12,4,1,1,90,18,3,0,1,18,3,0,6,0,1.6,2.0,13.8,-42343,60,14,21.67,68.08
Hernández Balcázar,5,4,8,3,0,0,0,20,3,1,1,20,3,0,1,0,0.0,0.0,0.0,-17315,64,0,29.01,75.6
Seri,5,3,13,5,0,1,55,3,2,0,7,3,1,1,9,0,2.3,0.0,11.2,82286,54,7,58.36,114.12
Lerma,5,3,11,3,1,2,77,6,4,0,1,6,4,1,0,0,1.4,0.0,12.0,127,45,7,19.2,54.95
Schlupp,5,2,10,2,0,1,1,16,2,1,2,16,2,0,1,0,0.0,0.0,0.0,-6655,45,3,48.74,27.33
Hendrick,5,3,20,3,0,2,78,14,4,1,1,14,4,0,7,0,2.2,0.0,9.2,267,55,14,80.92,49.54
Lingard,5,3,18,3,0,2,70,4,3,0,3,4,3,1,2,0,2.8,0.0,8.4,6415,68,11,40.85,15.76
Matip,5,2,17,5,0,1,1,11,3,0,1,11,3,1,1,0,0.0,0.0,0.0,-85,49,3,14.23,53.83
Bennett,5,2,6,4,0,0,90,1,4,1,4,1,4,0,6,0,1.0,0.0,9.8,10181,45,8,106.57,59.6
Hart,5,1,20,3,0,3,90,14,4,1,10,14,4,0,2,0,4.5,0.0,45.4,42101,45,20,80.92,49.54
Ralls,5,3,6,4,0,2,90,1,4,1,2,1,4,0,3,0,3.2,1.0,16.0,-1757,49,13,106.57,59.6
Stones,5,2,9,1,1,0,0,15,2,1,2,15,3,0,0,0,0.0,0.0,0.0,-41765,55,0,-5.47,-9.84
Lössl,5,1,7,2,1,2,90,8,3,0,2,8,2,1,9,0,1.2,0.0,12.2,-2833,45,9,62.86,36.38
Castro Otto,5,2,4,3,1,6,90,19,3,0,9,19,3,1,2,0,11.9,56.0,19.4,8542,44,27,28.39,16.2
Ayew,5,4,10,2,0,5,90,16,2,1,2,16,2,0,0,0,4.3,4.0,16.6,-606,59,8,48.74,27.33
Henderson,5,3,17,5,0,1,16,11,3,0,2,11,3,1,1,0,0.7,0.0,6.2,-3028,53,3,14.23,53.83
Pickford,5,1,19,3,1,1,90,10,1,1,3,10,2,0,2,0,0.8,0.0,8.0,-56259,50,10,12.35,44.26
Ibe,5,3,11,3,1,0,0,6,4,0,1,6,4,1,1,0,0.0,0.0,0.0,-1385,52,0,19.2,54.95
Frello Filho,5,3,5,1,1,2,90,2,2,1,3,2,3,0,2,0,1.4,0.0,7.8,-2975,52,10,2.2,-3.58
Mato Sanmartín,5,4,1,4,1,2,90,13,5,0,1,13,4,1,7,0,3.5,21.0,10.8,17311,50,6,29.41,78.41
Gomez,5,2,17,5,0,2,90,11,3,0,2,11,3,1,8,0,2.1,0.0,20.8,25903,50,16,14.23,53.83
King,5,4,11,3,1,11,84,6,4,0,2,6,4,1,9,1,10.9,40.0,55.6,-27311,63,34,19.2,54.95
Holebas,5,2,14,4,1,0,83,17,4,1,10,17,4,1,9,0,5.0,0.0,24.2,317143,48,15,75.21,35.76
Santos Moutinho,5,3,4,3,1,3,90,19,3,0,3,19,3,1,6,0,3.3,1.0,10.2,6356,54,13,28.39,16.2
Locadia,5,4,16,2,0,0,14,9,1,1,1,9,2,0,1,0,4.8,35.0,3.0,-415,54,-3,72.13,41.6
Schmeichel,5,1,2,3,0,-1,90,12,4,1,1,12,5,0,3,0,1.1,0.0,11.0,968,50,7,24.36,64.71
Iheanacho,5,4,2,3,0,4,29,12,4,1,1,12,5,0,5,0,3.2,0.0,16.0,-7350,59,10,24.36,64.71
Zohore,5,4,6,4,0,0,0,1,4,1,1,1,4,0,1,0,0.0,0.0,0.0,-3418,49,0,106.57,59.6
Arrizabalaga,5,1,5,1,1,2,90,2,2,1,6,2,3,0,2,0,1.3,0.0,12.4,41275,55,10,2.2,-3.58
McDonald,5,3,13,5,0,2,90,3,2,0,2,3,1,1,2,0,2.0,2.0,15.6,217,44,11,58.36,114.12
Trippier,5,2,12,4,1,1,90,18,3,0,1,18,3,0,11,0,0.4,0.0,1.0,31542,60,5,21.67,68.08
Zouma,5,2,19,3,1,1,90,10,1,1,2,10,2,0,1,0,2.5,0.0,23.6,472,50,14,12.35,44.26
Walker,5,2,9,1,1,6,90,15,2,1,10,15,3,0,2,0,3.6,10.0,13.6,4728,65,29,-5.47,-9.84
Depoitre,5,4,7,2,1,1,12,8,3,0,1,8,2,1,1,0,1.5,2.0,1.6,-5943,53,2,62.86,36.38
Baines,5,2,19,3,1,0,0,10,1,1,1,10,2,0,1,0,0.0,0.0,0.0,-10945,54,0,12.35,44.26
Cook,5,3,11,3,1,1,12,6,4,0,1,6,4,1,1,0,1.2,10.0,1.4,-1010,49,4,19.2,54.95
Dunk,5,2,16,2,0,1,90,9,1,1,1,9,2,0,0,0,2.2,0.0,11.6,-7287,44,15,72.13,41.6
Digne,5,2,19,3,1,1,90,10,1,1,7,10,2,0,0,0,11.0,23.0,29.2,3774,48,22,12.35,44.26
Rodrigues Moura da Silva,5,3,12,4,1,2,90,18,3,0,5,18,3,0,15,0,2.7,4.0,8.0,354920,73,-2,21.67,68.08
Torreira,5,3,15,3,0,1,45,5,2,0,4,5,1,1,1,0,1.7,11.0,3.4,147,49,4,9.76,41.92
Vietto,5,4,13,5,0,2,68,3,2,0,2,3,1,1,9,0,3.1,2.0,6.6,-2424,55,3,58.36,114.12
Fabianski,5,1,8,3,0,3,90,20,3,1,3,20,3,0,5,0,2.3,0.0,23.2,-55652,45,16,29.01,75.6
Milivojevic,5,3,10,2,0,3,90,16,2,1,2,16,2,0,2,0,1.2,0.0,5.4,-41310,63,9,48.74,27.33
Shaw,5,2,18,3,0,0,0,4,3,0,5,4,3,1,1,0,0.0,0.0,0.0,4265,51,0,40.85,15.76
Mousset,5,4,11,3,1,1,5,6,4,0,1,6,4,1,1,0,0.2,2.0,0.2,-530,50,0,19.2,54.95
Sakho,5,2,10,2,0,8,90,16,2,1,1,16,2,0,3,1,2.3,0.0,22.6,-6469,50,27,48.74,27.33
Alonso,5,2,5,1,1,2,90,2,2,1,9,2,3,0,11,0,5.6,3.0,14.4,338834,68,16,2.2,-3.58
Bettinelli,5,1,13,5,0,3,90,3,2,0,7,3,1,1,0,0,4.7,0.0,47.2,6599,44,19,58.36,114.12
Rashford,5,4,18,3,0,0,0,4,3,0,-2,4,3,1,0,0,0.0,0.0,0.0,-103213,68,0,40.85,15.76
Albrighton,5,3,2,3,0,6,29,12,4,1,2,12,5,0,4,0,5.2,17.0,33.6,-2477,53,22,24.36,64.71
Lemina,5,3,3,1,1,2,90,7,2,0,3,7,2,1,2,0,2.0,0.0,17.6,3194,50,20,39.38,21.44
Arnautovic,5,4,8,3,0,12,63,20,3,1,2,20,3,0,5,1,8.7,25.0,49.4,-64657,70,43,29.01,75.6
Fellaini,5,3,18,3,0,5,90,4,3,0,3,4,3,1,1,0,5.6,4.0,40.0,-2573,50,24,40.85,15.76
Dubravka,5,1,1,4,1,1,90,13,5,0,3,13,4,1,1,0,0.3,0.0,3.4,569,50,8,29.41,78.41
Kelly,5,2,10,2,0,0,0,16,2,1,1,16,2,0,1,0,0.0,0.0,0.0,-13209,40,0,48.74,27.33
Montoya,5,2,16,2,0,1,90,9,1,1,1,9,2,0,2,0,5.3,2.0,21.4,-763,45,14,72.13,41.6
Holgate,5,2,19,3,1,1,90,10,1,1,1,10,2,0,1,0,1.6,0.0,14.8,-684,45,12,12.35,44.26
Vydra,5,4,20,3,0,1,34,14,4,1,1,14,4,0,0,0,2.0,4.0,4.0,-397,59,3,80.92,49.54
Kovacic,5,3,5,1,1,1,49,2,2,1,3,2,3,0,2,0,6.7,53.0,8.6,-378,60,7,2.2,-3.58
Ryan,5,2,16,2,0,1,90,9,1,1,2,9,2,0,4,0,1.3,0.0,13.2,-12676,45,12,72.13,41.6
Jorgensen,5,2,7,2,1,1,77,8,3,0,1,8,2,1,6,0,0.7,2.0,3.6,-24082,45,7,62.86,36.38
Guendouzi,5,3,15,3,0,1,45,5,2,0,1,5,1,1,1,0,1.4,0.0,11.8,-1790,45,10,9.76,41.92
Doherty,5,2,4,3,1,12,90,19,3,0,6,19,3,1,2,1,11.3,44.0,28.4,12590,44,31,28.39,16.2
Targett,5,2,3,1,1,0,0,7,2,0,4,7,2,1,0,0,0.0,0.0,0.0,-72,44,0,39.38,21.44
Le Marchand,5,2,13,5,0,0,0,3,2,0,0,3,1,1,1,0,0.0,0.0,0.0,-1921,44,0,58.36,114.12
Meyer,5,3,10,2,0,0,0,16,2,1,1,16,2,0,3,0,0.0,0.0,0.0,-2541,59,0,48.74,27.33
Özil,5,3,15,3,0,10,90,5,2,0,2,5,1,1,0,1,11.4,23.0,44.0,-14570,83,35,9.76,41.92
Antonio,5,3,8,3,0,1,26,20,3,1,3,20,3,0,2,0,3.7,36.0,0.2,-2656,69,2,29.01,75.6
Vorm,5,1,12,4,1,4,90,18,3,0,1,18,3,0,0,0,6.0,0.0,60.4,650,49,26,21.67,68.08
Diamé,5,3,1,4,1,2,90,13,5,0,2,13,4,1,2,0,1.3,0.0,11.4,-25,50,4,29.41,78.41
Elyounoussi,5,3,3,1,1,2,75,7,2,0,3,7,2,1,2,0,2.3,15.0,2.4,705,64,8,39.38,21.44
Salah,5,3,17,5,0,2,90,11,3,0,2,11,3,1,8,0,12.2,74.0,16.0,-261759,130,7,14.23,53.83
Schneiderlin,5,3,19,3,1,1,43,10,1,1,1,10,2,0,0,0,1.6,0.0,3.0,-2159,45,7,12.35,44.26
Dembélé,5,3,12,4,1,1,59,18,3,0,1,18,3,0,3,0,0.2,0.0,0.0,-3207,49,7,21.67,68.08
Kanté,5,3,5,1,1,2,90,2,2,1,2,2,3,0,2,0,2.2,2.0,11.8,-52601,50,14,2.2,-3.58
Keita,5,3,17,5,0,3,82,11,3,0,1,11,3,1,3,0,3.6,24.0,6.6,-40919,74,-1,14.23,53.83
Monreal,5,2,15,3,0,2,90,5,2,0,0,5,1,1,10,0,2.6,2.0,19.0,471,55,12,9.76,41.92
Mendy,5,2,2,3,0,2,90,12,4,1,1,12,5,0,2,0,1.4,0.0,11.2,177,45,14,24.36,64.71
Chalobah,5,3,14,4,1,0,0,17,4,1,1,17,4,1,0,0,0.0,0.0,0.0,-320,45,0,75.21,35.76
Aké,5,2,11,3,1,1,90,6,4,0,1,6,4,1,8,0,1.1,0.0,10.4,816,50,14,19.2,54.95
Redmond,5,3,3,1,1,2,90,7,2,0,3,7,2,1,2,0,7.7,22.0,14.8,639,54,13,39.38,21.44
Etheridge,5,1,6,4,0,1,90,1,4,1,3,1,4,0,6,0,2.7,0.0,27.0,63889,46,14,106.57,59.6
Matic,5,3,18,3,0,-1,90,4,3,0,3,4,3,1,2,0,1.9,2.0,12.0,4304,50,9,40.85,15.76
Giroud,5,4,5,1,1,10,90,2,2,1,4,2,3,0,1,1,14.4,47.0,43.0,-3569,78,37,2.2,-3.58
Romeu Vidal,5,3,3,1,1,0,0,7,2,0,1,7,2,1,1,0,0.0,0.0,0.0,-11765,45,0,39.38,21.44
Niasse,5,4,19,3,1,1,21,10,1,1,1,10,2,0,0,0,0.9,10.0,0.0,-3529,53,-5,12.35,44.26
Groß,5,3,16,2,0,0,0,9,1,1,-1,9,2,0,1,0,0.0,0.0,0.0,-68974,68,0,72.13,41.6
van Aanholt,5,2,10,2,0,6,90,16,2,1,1,16,2,0,1,0,1.1,0.0,9.0,-32326,55,23,48.74,27.33
Dummett,5,2,1,4,1,1,90,13,5,0,1,13,4,1,1,0,2.3,0.0,17.0,-880,45,10,29.41,78.41
Pogba,5,3,18,3,0,2,90,4,3,0,1,4,3,1,2,0,9.3,68.0,17.0,-38851,82,6,40.85,15.76
Obiang,5,3,8,3,0,6,90,20,3,1,1,20,3,0,0,0,5.0,6.0,25.2,-1448,44,28,29.01,75.6
Rodríguez Ledesma,5,3,5,1,1,2,67,2,2,1,6,2,3,0,3,0,1.9,19.0,0.0,343934,68,4,2.2,-3.58
Cech,5,1,15,3,0,2,90,5,2,0,1,5,1,1,3,0,1.4,0.0,14.2,-3297,50,13,9.76,41.92
Billing,5,3,7,2,1,2,90,8,3,0,9,8,2,1,3,0,6.4,14.0,20.0,107950,45,15,62.86,36.38
Bardsley,5,2,20,3,0,1,90,14,4,1,0,14,4,0,0,0,1.1,1.0,9.2,-590,44,2,80.92,49.54
Aubameyang,5,4,15,3,0,5,68,5,2,0,8,5,1,1,2,0,1.6,12.0,0.0,-58195,109,12,9.76,41.92
Højbjerg,5,3,3,1,1,10,90,7,2,0,9,7,2,1,-1,1,8.6,9.0,60.4,50280,44,38,39.38,21.44
Ghezzal,5,3,2,3,0,2,60,12,4,1,8,12,5,0,1,0,5.5,14.0,7.0,16062,53,8,24.36,64.71
Sterling,5,4,9,1,1,8,73,15,2,1,10,15,3,0,2,1,18.5,95.0,47.4,3010,110,32,-5.47,-9.84
van La Parra,5,3,7,2,1,2,77,8,3,0,2,8,2,1,3,0,3.8,24.0,10.2,-79,49,4,62.86,36.38
Jiménez,5,4,4,3,1,8,75,19,3,0,2,19,3,1,2,1,14.3,69.0,44.0,-14782,55,30,28.39,16.2
Barbosa Pereira,5,2,2,3,0,3,90,12,4,1,1,12,5,0,2,0,5.4,6.0,21.8,-9760,51,18,24.36,64.71
Mahrez,5,3,9,1,1,1,16,15,2,1,2,15,3,0,1,0,4.4,26.0,5.2,-19932,87,5,-5.47,-9.84
Nunes do Nascimento,5,3,1,4,1,1,21,13,5,0,1,13,4,1,0,0,0.0,0.0,0.0,-7194,50,2,29.41,78.41
Firmino,5,4,17,5,0,9,73,11,3,0,7,11,3,1,5,1,9.5,39.0,40.8,-106784,94,39,14.23,53.83
Pereyra,5,3,14,4,1,2,90,17,4,1,2,17,4,1,8,0,7.9,25.0,7.0,200519,63,7,75.21,35.76
Snodgrass,5,3,8,3,0,0,8,20,3,1,1,20,3,0,2,0,0.4,2.0,1.4,-775,55,0,29.01,75.6
Lukaku,5,4,18,3,0,6,90,4,3,0,12,4,3,1,2,0,9.7,57.0,37.6,69177,110,25,40.85,15.76
Loftus-Cheek,5,3,5,1,1,0,0,2,2,1,1,2,3,0,0,0,0.0,0.0,0.0,-3912,53,0,2.2,-3.58
dos Santos Patrício,5,1,4,3,1,6,90,19,3,0,7,19,3,1,3,0,1.3,0.0,13.4,33091,45,23,28.39,16.2
Bennett,5,2,4,3,1,6,90,19,3,0,5,19,3,1,2,0,3.0,0.0,18.4,90609,41,26,28.39,16.2
Bertrand,5,2,3,1,1,1,90,7,2,0,6,7,2,1,7,0,1.7,9.0,6.6,13288,50,5,39.38,21.44
Fraser,5,1,11,3,1,18,90,6,4,0,2,6,4,1,2,1,14.9,38.0,88.4,-2160,56,56,19.2,54.95
Fredericks,5,2,8,3,0,0,0,20,3,1,1,20,3,0,0,0,0.0,0.0,0.0,-2945,48,0,29.01,75.6
Sessegnon,5,2,13,5,0,2,90,3,2,0,1,3,1,1,1,0,3.7,6.0,8.8,-69802,63,10,58.36,114.12
da Silva Neves,5,3,4,3,1,2,90,19,3,0,3,19,3,1,2,0,9.4,17.0,16.4,81352,52,5,28.39,16.2
Silva Nascimento Vinagre,5,2,4,3,1,0,0,19,3,0,1,19,3,1,1,0,0.0,0.0,0.0,-393,44,0,28.39,16.2
Mané,5,3,17,5,0,2,90,11,3,0,10,11,3,1,3,0,10.0,64.0,10.4,219951,100,7,14.23,53.83
Rondón,5,4,1,4,1,0,0,13,5,0,5,13,4,1,2,0,0.0,0.0,0.0,-750,59,0,29.41,78.41
Vokes,5,4,20,3,0,2,69,14,4,1,1,14,4,0,1,0,2.2,2.0,8.6,-4811,54,8,80.92,49.54
Coleman,5,1,19,3,1,0,0,10,1,1,2,10,2,0,1,0,0.0,0.0,0.0,-43169,54,0,12.35,44.26
Morrison,5,2,6,4,0,3,90,1,4,1,4,1,4,0,6,0,4.1,9.0,21.8,-1817,50,21,106.57,59.6
Agüero,5,4,9,1,1,7,53,15,2,1,6,15,3,0,2,0,10.1,59.0,20.6,159182,114,24,-5.47,-9.84
Duffy,5,2,16,2,0,12,90,9,1,1,1,9,2,0,2,1,8.7,21.0,65.2,-10801,45,35,72.13,41.6
Long,5,4,3,1,1,2,75,7,2,0,2,7,2,1,2,0,4.3,22.0,9.2,-12486,49,4,39.38,21.44
Okazaki,5,4,2,3,0,0,0,12,4,1,1,12,5,0,1,0,0.0,0.0,0.0,-2562,54,0,24.36,64.71
Mustafi,5,2,15,3,0,2,90,5,2,0,8,5,1,1,2,0,2.5,0.0,20.6,3049,54,17,9.76,41.92
Francis,5,2,11,3,1,0,22,6,4,0,1,6,4,1,0,0,0.8,0.0,7.2,-1090,44,4,19.2,54.95
Papastathopoulos,5,2,15,3,0,2,90,5,2,0,1,5,1,1,1,0,2.4,4.0,19.6,-10449,53,13,9.76,41.92
March,5,3,16,2,0,2,70,9,1,1,2,9,2,0,2,0,2.4,4.0,1.6,178,50,5,72.13,41.6
Bamba,5,2,6,4,0,6,90,1,4,1,1,1,4,0,8,0,8.1,37.0,43.8,-3281,45,20,106.57,59.6
Johansen,5,3,13,5,0,2,90,3,2,0,0,3,1,1,0,0,2.0,0.0,17.2,-663,53,11,58.36,114.12
Cook,5,3,11,3,1,1,90,6,4,0,1,6,4,1,1,0,2.7,11.0,16.0,38414,46,14,19.2,54.95
Mounie,5,4,7,2,1,2,90,8,3,0,2,8,2,1,2,0,5.4,43.0,0.0,-535,60,-2,62.86,36.38
Ki,5,3,1,4,1,0,0,13,5,0,2,13,4,1,2,0,0.0,0.0,0.0,-506,49,0,29.41,78.41
Kongolo,5,2,7,2,1,2,90,8,3,0,2,8,2,1,6,0,2.9,4.0,23.8,-582,45,17,62.86,36.38
Walcott,5,3,19,3,1,2,76,10,1,1,1,10,2,0,7,0,3.8,20.0,9.2,-324191,67,6,12.35,44.26
Fosu-Mensah,5,2,13,5,0,0,0,3,2,0,1,3,1,1,1,0,0.0,0.0,0.0,-2587,45,0,58.36,114.12
Alderweireld,5,2,12,4,1,1,90,18,3,0,1,18,3,0,6,0,3.0,0.0,29.4,-7508,59,16,21.67,68.08
Davies,5,2,19,3,1,0,0,10,1,1,1,10,2,0,2,0,0.0,0.0,0.0,-537,54,0,12.35,44.26
Alexander-Arnold,5,2,17,5,0,6,89,11,3,0,2,11,3,1,5,0,2.2,9.0,11.2,-62483,50,21,14.23,53.83
Deeney,5,4,14,4,1,2,90,17,4,1,7,17,4,1,2,0,4.8,27.0,6.8,103191,61,8,75.21,35.76
Lindelöf,5,2,18,3,0,2,90,4,3,0,6,4,3,1,1,0,2.7,0.0,26.0,414,49,14,40.85,15.76
Kompany,5,2,9,1,1,0,0,15,2,1,1,15,3,0,1,0,0.0,0.0,0.0,-9469,54,0,-5.47,-9.84
van Dijk,5,2,17,5,0,2,90,11,3,0,1,11,3,1,8,0,1.7,8.0,8.6,-64508,60,7,14.23,53.83
Camarasa,5,3,6,4,0,2,90,1,4,1,6,1,4,0,3,0,1.3,0.0,11.2,11795,45,10,106.57,59.6
Hennessey,5,1,10,2,0,6,90,16,2,1,8,16,2,0,2,0,1.8,0.0,17.8,53309,45,24,48.74,27.33
Hoedt,5,2,3,1,1,1,90,7,2,0,6,7,2,1,1,0,2.1,7.0,13.2,-83,45,8,39.38,21.44
Morgan,5,3,2,3,0,-3,68,12,4,1,1,12,5,0,2,0,1.5,2.0,12.0,-3586,45,3,24.36,64.71
Ndidi,5,3,2,3,0,2,90,12,4,1,1,12,5,0,2,0,2.6,4.0,20.6,-1966,50,19,24.36,64.71
