Player,Round,Opponent,Opponent_FDR,isHome,Points,minutes,Opponent_PrevWeek,Opponent_FDR_PrevWeek,isHome_PrevWeek,Points_PrevWeek,Opponent_2PrevWeek,Opponent_FDR_2PrevWeek,isHome_2PrevWeek,Points_2PrevWeek,isCaptain,ICT_index,Threat,Influence,Transfers_Balance,Value,BPS,DefenseOdds,OffenceOdds
Vietto,30,4,11,3,0,1,8,6,4,1,1,6,4,0,1,0,1.5,0.0,2.0,-355,53,4,38.81,86.8
Fabianski,30,1,5,2,0,2,90,15,2,1,6,15,3,0,3,0,3.9,0.0,39.2,36189,48,18,48.52,18.02
Milivojevic,30,3,3,1,1,10,90,4,3,0,2,4,3,1,2,1,10.4,18.0,48.2,16826,63,36,35.5,17.56
Shaw,30,2,1,4,0,1,90,16,2,1,1,16,2,0,4,0,6.3,0.0,25.4,-15188,51,19,19.57,65.43
Mousset,30,4,10,2,0,1,1,13,4,1,1,13,5,0,6,0,0.1,0.0,1.0,665,49,4,49.64,24.51
Lanzini,30,3,5,2,0,1,57,15,2,1,3,15,3,0,1,0,1.2,0.0,7.4,10659,64,8,48.52,18.02
Rashford,30,4,1,4,0,2,90,16,2,1,2,16,2,0,1,0,7.4,33.0,4.0,-97838,77,6,19.57,65.43
Arnautovic,30,4,5,2,0,1,45,15,2,1,1,15,3,0,0,0,3.3,17.0,3.6,6462,68,1,48.52,18.02
Noble,30,3,5,2,0,1,57,15,2,1,7,15,3,0,0,0,0.6,2.0,1.4,10241,48,9,48.52,18.02
Dubravka,30,1,8,2,1,1,90,19,3,0,0,19,3,1,6,0,0.8,0.0,8.4,-643,50,8,56.8,31.97
Montoya,30,2,7,2,0,1,90,10,1,1,6,10,2,0,0,0,2.0,0.0,18.6,-287,43,12,76.33,42.72
Greenwood,30,4,1,4,0,1,10,0,0,0,0,0,0,0,0,0,0.3,2.0,0.4,0,45,2,19.57,65.43
Kovacic,30,3,20,3,1,1,55,9,2,0,1,9,1,1,3,0,2.2,8.0,4.4,-94,57,10,23.96,9.45
Ryan,30,2,7,2,0,1,90,10,1,1,9,10,2,0,1,0,1.3,0.0,12.8,866,44,8,76.33,42.72
Guendouzi,30,3,14,4,1,0,0,17,5,0,1,17,4,1,2,0,0.0,0.0,0.0,-1246,44,0,15.2,56.61
Doherty,30,2,6,4,0,1,90,5,1,1,1,5,2,0,1,0,2.6,0.0,24.6,-110669,54,7,87.6,48.61
Ritchie,30,3,8,2,1,0,72,19,3,0,2,19,3,1,3,0,6.7,25.0,20.8,-1492,58,8,56.8,31.97
Meyer,30,3,3,1,1,1,13,4,3,0,2,4,3,1,1,0,0.8,4.0,3.0,44,55,3,35.5,17.56
Yoshida,30,2,17,4,1,2,90,14,4,0,1,14,4,1,8,0,1.6,0.0,15.4,144,41,11,33.55,77.82
Özil,30,3,14,4,1,3,76,17,5,0,1,17,4,1,12,0,6.5,6.0,12.0,-2766,79,14,15.2,56.61
Keane,30,2,15,3,0,1,90,12,4,1,6,12,5,0,6,0,1.2,0.0,11.2,7729,48,13,54.97,31.1
Batshuayi,30,4,3,1,1,2,90,4,3,0,7,4,3,1,2,0,6.5,45.0,6.8,42519,65,7,35.5,17.56
Almirón,30,3,8,2,1,5,90,19,3,0,2,19,3,1,3,0,4.4,27.0,14.2,-131,60,14,56.8,31.97
Diamé,30,3,8,2,1,0,0,19,3,0,1,19,3,1,1,0,0.0,0.0,0.0,16,48,0,56.8,31.97
Salah,30,3,4,3,1,5,90,8,3,0,3,8,2,1,3,0,10.4,60.0,9.0,-75411,134,5,1.16,-3.85
Gibbs-White,30,3,6,4,0,1,8,5,1,1,3,5,2,0,1,0,0.1,0.0,0.4,-684,43,3,87.6,48.61
Schneiderlin,30,3,15,3,0,0,0,12,4,1,3,12,5,0,3,0,0.0,0.0,0.0,679,42,0,54.97,31.1
Sissoko,30,3,16,2,0,1,90,1,4,1,2,1,4,0,2,0,2.8,18.0,6.0,1583,49,7,12.48,39.52
Kanté,30,3,20,3,1,2,90,9,2,0,2,9,1,1,3,0,5.3,6.0,16.2,575,50,13,23.96,9.45
Monreal,30,2,14,4,1,6,90,17,5,0,2,17,4,1,2,0,1.3,0.0,12.0,-1955,54,22,15.2,56.61
Mendy,30,2,9,1,1,1,9,18,3,0,1,18,3,1,1,0,0.3,1.0,2.0,-628,45,1,6.86,28.97
Clyne,30,2,10,2,0,1,46,13,4,1,2,13,5,0,0,0,1.8,6.0,7.4,6061,44,4,49.64,24.51
Aké,30,2,10,2,0,6,90,13,4,1,2,13,5,0,0,0,4.2,20.0,22.4,15684,50,25,49.64,24.51
Redmond,30,3,17,4,1,1,90,14,4,0,2,14,4,1,6,0,3.5,24.0,6.4,-9855,53,-4,33.55,77.82
Etheridge,30,1,19,3,1,7,90,20,3,0,2,20,3,1,1,0,1.7,0.0,16.6,-21741,47,24,29.45,68.94
Otamendi,30,2,18,3,1,2,90,2,3,0,8,2,2,1,7,0,3.5,13.0,15.8,17633,60,11,-5.6,2.96
Zinchenko,30,3,18,3,1,2,90,2,3,0,3,2,2,1,3,0,2.3,0.0,9.2,6386,47,10,-5.6,2.96
Romeu Vidal,30,3,17,4,1,0,45,14,4,0,2,14,4,1,11,0,1.4,0.0,2.6,11938,42,0,33.55,77.82
Niasse,30,4,19,3,1,2,90,20,3,0,2,20,3,1,0,0,8.8,79.0,7.0,-520,50,-6,29.45,68.94
van Aanholt,30,2,3,1,1,1,90,4,3,0,2,4,3,1,1,0,3.9,0.0,16.4,6359,54,13,35.5,17.56
Dummett,30,2,8,2,1,1,45,19,3,0,1,19,3,1,1,0,3.6,21.0,14.4,-64,44,5,56.8,31.97
Pogba,30,3,1,4,0,1,90,16,2,1,-1,16,2,0,5,0,5.0,29.0,3.6,-72280,90,3,19.57,65.43
Obiang,30,3,5,2,0,0,0,15,2,1,1,15,3,0,2,0,0.0,0.0,0.0,-302,43,0,48.52,18.02
Rodríguez Ledesma,30,3,20,3,1,2,60,9,2,0,1,9,1,1,9,0,6.7,9.0,14.8,4101,63,15,23.96,9.45
Crouch,30,4,12,5,0,1,11,7,2,1,1,7,2,0,0,0,0.4,0.0,4.0,-187,45,4,106.69,60.57
Billing,30,3,2,2,1,1,45,3,2,0,2,3,1,1,2,0,0.4,0.0,2.2,-144,45,1,64.24,33.2
Bardsley,30,2,12,5,0,0,90,7,2,1,-1,7,2,0,1,0,2.1,0.0,16.2,-260,42,11,106.69,60.57
Aubameyang,30,4,14,4,1,7,79,17,5,0,-1,17,4,1,7,0,8.8,44.0,33.6,-202407,108,26,15.2,56.61
Højbjerg,30,3,17,4,1,1,90,14,4,0,2,14,4,1,3,0,3.3,6.0,11.0,-145,44,7,33.55,77.82
Sterling,30,4,18,3,1,21,64,2,3,0,3,2,2,1,1,1,21.3,95.0,100.8,29217,114,65,-5.6,2.96
Jiménez,30,4,6,4,0,8,88,5,1,1,12,5,2,0,2,1,6.9,17.0,50.0,-109729,69,29,87.6,48.61
Healey,30,4,19,3,1,0,0,20,3,0,1,20,3,1,0,0,0.0,0.0,0.0,182,45,0,29.45,68.94
Barbosa Pereira,30,2,9,1,1,2,90,18,3,0,0,18,3,1,2,0,4.5,4.0,16.2,395,54,19,6.86,28.97
de Andrade,30,3,15,3,0,8,74,12,4,1,1,12,5,0,3,1,11.9,59.0,47.6,-52899,65,30,54.97,31.1
Mahrez,30,3,18,3,1,7,89,2,3,0,6,2,2,1,1,0,8.3,7.0,26.8,2714,82,32,-5.6,2.96
Brady,30,3,12,5,0,0,0,7,2,1,1,7,2,0,1,0,0.0,0.0,0.0,-10,54,0,106.69,60.57
Firmino,30,4,4,3,1,13,90,8,3,0,1,8,2,1,0,1,15.5,72.0,71.8,-2710,92,61,1.16,-3.85
Pereyra,30,3,13,5,0,0,0,11,3,1,2,11,3,0,2,0,0.0,0.0,0.0,-24051,60,0,52.73,107.16
Snodgrass,30,3,5,2,0,2,90,15,2,1,6,15,3,0,0,0,3.4,10.0,4.0,37017,50,11,48.52,18.02
Saïss,30,2,6,4,0,1,90,5,1,1,7,5,2,0,0,0,4.1,0.0,40.4,172,42,8,87.6,48.61
Lukaku,30,4,1,4,0,2,90,16,2,1,12,16,2,0,12,0,9.1,70.0,12.0,64593,108,-9,19.57,65.43
Barkley,30,3,20,3,1,0,0,9,2,0,2,9,1,1,0,0,0.0,0.0,0.0,-743,51,0,23.96,9.45
Loftus-Cheek,30,3,20,3,1,1,34,9,2,0,1,9,1,1,1,0,7.5,39.0,11.2,-80,52,5,23.96,9.45
Babel,30,3,11,3,0,1,66,6,4,1,5,6,4,0,2,0,0.7,1.0,4.0,-992,55,4,38.81,86.8
Bennett,30,2,6,4,0,0,0,5,1,1,5,5,2,0,1,0,0.0,0.0,0.0,-110841,42,0,87.6,48.61
Bertrand,30,2,17,4,1,2,90,14,4,0,0,14,4,1,6,0,3.5,2.0,17.8,-170,48,11,33.55,77.82
Fraser,30,1,10,2,0,13,90,13,4,1,2,13,5,0,2,1,12.9,21.0,64.2,54714,61,41,49.64,24.51
Fredericks,30,2,5,2,0,1,90,15,2,1,8,15,3,0,1,0,2.0,6.0,10.0,1539,45,13,48.52,18.02
Sessegnon,30,2,11,3,0,1,45,6,4,1,2,6,4,0,1,0,0.2,0.0,1.2,-396,60,1,38.81,86.8
Silva Nascimento Vinagre,30,2,6,4,0,0,0,5,1,1,6,5,2,0,0,0,0.0,0.0,0.0,78,43,0,87.6,48.61
Mané,30,3,4,3,1,14,90,8,3,0,3,8,2,1,13,1,17.4,61.0,72.2,111799,98,45,1.16,-3.85
Rondón,30,4,8,2,1,11,90,19,3,0,2,19,3,1,2,1,9.2,31.0,49.0,-15334,59,39,56.8,31.97
Gallagher,30,4,17,4,1,0,0,14,4,0,1,14,4,1,0,0,0.0,0.0,0.0,575,45,0,33.55,77.82
Dann,30,2,3,1,1,0,90,4,3,0,2,4,3,1,0,0,1.6,0.0,14.8,78,44,10,35.5,17.56
McTominay,30,3,1,4,0,0,0,16,2,1,2,16,2,0,2,0,0.0,0.0,0.0,2527,42,0,19.57,65.43
Coleman,30,1,15,3,0,0,0,12,4,1,6,12,5,0,11,0,0.0,0.0,0.0,1561,52,0,54.97,31.1
Longstaff,30,3,8,2,1,0,0,19,3,0,0,19,3,1,8,0,0.0,0.0,0.0,-4894,45,0,56.8,31.97
Morrison,30,2,19,3,1,5,90,20,3,0,1,20,3,1,0,0,2.2,4.0,7.4,-254,47,17,29.45,68.94
Agüero,30,4,18,3,1,5,79,2,3,0,2,2,2,1,9,0,6.1,50.0,4.6,98603,119,6,-5.6,2.96
Rico,30,1,11,3,0,2,90,6,4,1,2,6,4,0,1,0,3.2,0.0,31.8,-492,44,18,38.81,86.8
Duffy,30,2,7,2,0,2,90,10,1,1,9,10,2,0,1,0,1.6,2.0,13.8,20147,47,10,76.33,42.72
Mustafi,30,2,14,4,1,0,0,17,5,0,2,17,4,1,0,0,0.0,0.0,0.0,-1126,54,0,15.2,56.61
Papastathopoulos,30,2,14,4,1,5,90,17,5,0,2,17,4,1,1,0,4.1,18.0,12.2,308,51,25,15.2,56.61
Bamba,30,2,19,3,1,0,0,20,3,0,-1,20,3,1,1,0,0.0,0.0,0.0,-92819,46,0,29.45,68.94
Mounie,30,4,2,2,1,2,60,3,2,0,1,3,1,1,8,0,0.7,4.0,1.0,119,58,5,64.24,33.2
Armstrong,30,3,17,4,1,8,17,14,4,0,4,14,4,1,0,1,4.5,2.0,20.6,-663,51,25,33.55,77.82
Chong,30,3,1,4,0,0,0,16,2,1,1,16,2,0,0,0,0.0,0.0,0.0,34,45,0,19.57,65.43
Kongolo,30,2,2,2,1,0,0,3,2,0,2,3,1,1,9,0,0.0,0.0,0.0,-76,43,0,64.24,33.2
Walcott,30,3,15,3,0,1,3,12,4,1,0,12,5,0,3,0,0.3,2.0,0.2,-1528,60,3,54.97,31.1
Ream,30,2,11,3,0,1,90,6,4,1,1,6,4,0,1,0,1.7,0.0,16.4,-230,42,14,38.81,86.8
Alderweireld,30,2,16,2,0,0,0,1,4,1,2,1,4,0,1,0,0.0,0.0,0.0,-1533,60,0,12.48,39.52
Cairney,30,3,11,3,0,2,90,6,4,1,2,6,4,0,2,0,4.3,8.0,9.0,-76,46,12,38.81,86.8
Cleverley,30,3,13,5,0,1,90,11,3,1,1,11,3,0,1,0,0.7,2.0,3.8,-177,50,2,52.73,107.16
Heaton,30,1,12,5,0,0,90,7,2,1,1,7,2,0,1,0,0.6,0.0,5.8,-2005,48,8,106.69,60.57
Alexander-Arnold,30,2,4,3,1,2,85,8,3,0,9,8,2,1,18,0,6.8,12.0,14.0,191977,55,15,1.16,-3.85
Deeney,30,4,13,5,0,4,24,11,3,1,11,11,3,0,2,0,2.9,0.0,17.6,1822,59,16,52.73,107.16
Lindelöf,30,2,1,4,0,1,90,16,2,1,1,16,2,0,7,0,1.2,0.0,11.4,-19000,51,16,19.57,65.43
Wanyama,30,3,16,2,0,0,0,1,4,1,1,1,4,0,0,0,0.0,0.0,0.0,56,49,0,12.48,39.52
Kompany,30,2,18,3,1,2,90,2,3,0,1,2,2,1,6,0,3.3,8.0,20.6,390,52,13,-5.6,2.96
van Dijk,30,2,4,3,1,1,90,8,3,0,8,8,2,1,20,0,5.2,10.0,21.2,55727,66,15,1.16,-3.85
Camarasa,30,3,19,3,1,8,67,20,3,0,2,20,3,1,0,1,16.2,84.0,44.0,-6974,46,21,29.45,68.94
Hennessey,30,1,3,1,1,0,0,4,3,0,3,4,3,1,0,0,0.0,0.0,0.0,1290,45,0,35.5,17.56
Morgan,30,3,9,1,1,0,0,18,3,0,1,18,3,1,0,0,0.0,0.0,0.0,41,45,0,6.86,28.97
Ndidi,30,3,9,1,1,2,90,18,3,0,2,18,3,1,2,0,3.6,1.0,28.0,785,49,21,6.86,28.97
Zaha,30,4,3,1,1,2,90,4,3,0,9,4,3,1,1,0,6.6,33.0,8.2,144096,69,7,35.5,17.56
Borges Da Silva,30,3,20,3,1,4,18,9,2,0,2,9,1,1,1,0,7.9,15.0,25.0,181,71,12,23.96,9.45
Boly,30,2,6,4,0,1,90,5,1,1,6,5,2,0,2,0,4.3,0.0,42.8,1796,46,11,87.6,48.61
Hughes,30,3,13,5,0,0,0,11,3,1,2,11,3,0,2,0,0.0,0.0,0.0,-426,49,0,52.73,107.16
Valery,30,2,17,4,1,7,90,14,4,0,7,14,4,1,6,0,6.0,21.0,37.2,12885,40,13,33.55,77.82
Tielemans,30,3,9,1,1,9,71,18,3,0,5,18,3,1,5,1,11.2,36.0,46.0,10796,60,29,6.86,28.97
Bissouma,30,3,7,2,0,2,90,10,1,1,3,10,2,0,1,0,1.3,6.0,5.4,27,46,8,76.33,42.72
Cresswell,31,2,10,1,1,4,90,5,2,0,1,5,1,1,1,0,11.1,32.0,33.2,6227,50,23,27.58,12.21
Mooy,31,3,19,3,0,6,90,2,2,1,1,2,3,0,0,0,9.5,2.0,34.0,90,50,30,84.02,47.2
Rowe,31,3,19,3,0,1,54,2,2,1,1,0,0,0,0,0,0.0,0.0,0.0,16,45,-5,84.02,47.2
Lallana,31,3,9,2,0,3,71,4,3,1,2,4,3,0,1,0,4.5,10.0,20.0,501,69,10,9.69,-0.97
Smith,31,2,15,2,1,0,0,10,2,0,1,10,1,1,2,0,0.0,0.0,0.0,-4232,43,0,45.51,17.53
Lookman,31,3,6,4,1,0,0,15,3,0,1,15,2,1,0,0,0.0,0.0,0.0,-123,50,0,37.58,77.29
Mitrovic,31,4,12,4,1,2,90,11,3,0,2,11,3,1,2,0,0.8,4.0,0.6,-26304,64,-4,101.17,52.97
Pritchard,31,3,19,3,0,1,90,2,2,1,2,2,3,0,3,0,1.7,4.0,5.4,70,48,4,84.02,47.2
Ramses Becker,31,1,9,2,0,2,90,4,3,1,0,4,3,0,8,0,0.5,0.0,4.8,-2896,60,8,9.69,-0.97
Robertson,31,2,9,2,0,2,90,4,3,1,1,4,3,0,5,0,9.3,41.0,16.2,-2580,69,13,9.69,-0.97
Surman,31,3,15,2,1,0,0,10,2,0,3,10,1,1,2,0,0.0,0.0,0.0,422,46,0,45.51,17.53
Tavares Gomes,31,3,6,4,1,2,67,15,3,0,5,15,2,1,1,0,2.8,18.0,8.6,415,54,-5,37.58,77.29
Ogbonna,31,2,10,1,1,7,90,5,2,0,1,5,1,1,7,0,9.9,37.0,59.4,11097,42,24,27.58,12.21
Rüdiger,31,2,8,3,0,0,90,20,3,1,1,20,3,0,2,0,1.5,0.0,14.4,4264,59,7,37.59,14.24
Boruc,31,1,15,2,1,2,90,10,2,0,6,10,1,1,6,0,1.7,0.0,16.6,30880,41,16,45.51,17.53
Barnes,31,3,11,3,1,2,90,12,5,0,2,12,4,1,6,0,6.6,36.0,5.8,21416,57,12,64.31,27.72
Westwood,31,3,11,3,1,2,90,12,5,0,7,12,4,1,7,0,3.9,4.0,15.4,25707,46,17,64.31,27.72
Pérez,31,4,2,3,0,1,71,8,2,1,16,8,3,0,2,0,4.8,15.0,10.2,22187,61,5,71.23,32.02
Chilwell,31,2,4,3,0,2,90,9,1,1,2,9,2,0,1,0,1.9,0.0,13.2,19186,50,11,52.91,21.13
Mee,31,2,11,3,1,1,90,12,5,0,0,12,4,1,0,0,3.2,2.0,28.2,2185,46,17,64.31,27.72
Anício Caldeira Duarte,31,3,6,4,1,3,77,15,3,0,2,15,2,1,3,0,2.0,4.0,3.0,147,59,6,37.58,77.29
Hudson-Odoi,31,3,8,3,0,1,16,20,3,1,1,20,3,0,0,0,2.9,11.0,6.0,-861,42,4,37.59,14.24
Wilson,31,4,15,2,1,2,90,10,2,0,11,10,1,1,0,0,2.0,22.0,0.0,447449,65,0,45.51,17.53
Chambers,31,2,12,4,1,1,90,11,3,0,1,11,3,1,6,0,1.7,0.0,17.0,820,42,11,101.17,52.97
Daniels,31,2,15,2,1,0,90,10,2,0,7,10,1,1,2,0,2.0,6.0,10.2,31999,41,10,45.51,17.53
Taylor,31,2,11,3,1,4,90,12,5,0,0,12,4,1,1,0,4.6,0.0,27.2,2368,44,18,64.31,27.72
Schindler,31,2,19,3,0,0,0,2,2,1,1,2,3,0,2,0,0.0,0.0,0.0,5036,42,0,84.02,47.2
Löwe,31,2,19,3,0,3,90,2,2,1,1,2,3,0,0,0,2.0,8.0,9.2,5,44,16,84.02,47.2
Mepham,31,2,15,2,1,1,90,10,2,0,6,10,1,1,2,0,2.7,6.0,20.4,3288,45,13,45.51,17.53
Wood,31,4,11,3,1,2,69,12,5,0,2,12,4,1,2,0,2.4,14.0,0.0,1515,62,-1,64.31,27.72
Azpilicueta,31,2,8,3,0,1,90,20,3,1,2,20,3,0,6,0,2.8,4.0,15.2,39378,63,15,37.59,14.24
Sturridge,31,4,9,2,0,1,1,4,3,1,4,4,3,0,0,0,0.0,0.0,0.0,-193,56,3,9.69,-0.97
Brooks,31,3,15,2,1,2,90,10,2,0,3,10,1,1,2,0,1.0,0.0,5.6,51396,51,7,45.51,17.53
Luiz Moreira Marinho,31,2,8,3,0,1,90,20,3,1,2,20,3,0,0,0,2.7,2.0,12.8,40805,59,14,37.59,14.24
Yedlin,31,2,2,3,0,4,90,8,2,1,1,8,3,0,0,0,5.8,10.0,30.6,3523,45,17,71.23,32.02
Rice,31,2,10,1,1,1,90,5,2,0,1,5,1,1,15,0,2.1,2.0,15.0,141365,47,18,27.58,12.21
Gray,31,4,4,3,0,1,5,9,1,1,2,9,2,0,1,0,0.2,2.0,0.0,2110,54,3,52.91,21.13
Odoi,31,2,12,4,1,0,0,11,3,0,1,11,3,1,1,0,0.0,0.0,0.0,4,44,0,101.17,52.97
Calvert-Lewin,31,4,6,4,1,5,90,15,3,0,6,15,2,1,2,0,3.8,26.0,10.6,11617,53,9,37.58,77.29
Solanke,31,4,15,2,1,4,15,10,2,0,1,10,1,1,0,0,3.5,2.0,22.2,96,47,17,45.51,17.53
McNeil,31,3,11,3,1,8,90,12,5,0,2,12,4,1,2,1,5.9,23.0,32.6,2223,44,26,64.31,27.72
Hazard,31,3,8,3,0,2,90,20,3,1,10,20,3,0,6,0,10.7,51.0,16.8,201163,109,14,37.59,14.24
Kachunga,31,4,19,3,0,0,0,2,2,1,1,2,3,0,1,0,0.0,0.0,0.0,346,48,0,84.02,47.2
Palmieri dos Santos,31,2,8,3,0,0,0,20,3,1,2,20,3,0,2,0,0.0,0.0,0.0,2307,52,0,37.59,14.24
Durm,31,2,19,3,0,0,90,2,2,1,1,2,3,0,2,0,1.6,0.0,14.2,-34,44,12,84.02,47.2
Schär,31,2,2,3,0,0,0,8,2,1,0,8,3,0,0,0,0.0,0.0,0.0,-56509,47,0,71.23,32.02
Tavares,31,3,9,2,0,1,90,4,3,1,1,4,3,0,2,0,3.2,0.0,11.6,9,55,11,9.69,-0.97
Pereira Gomes,31,3,10,1,1,5,90,5,2,0,1,5,1,1,3,0,10.8,20.0,36.0,74303,72,23,27.58,12.21
Lejeune,31,2,2,3,0,1,90,8,2,1,1,8,3,0,1,0,2.5,0.0,19.6,2207,44,18,71.23,32.02
Ayité,31,3,12,4,1,2,90,11,3,0,6,11,3,1,1,0,4.8,24.0,11.4,318,43,7,101.17,52.97
Wijnaldum,31,3,9,2,0,2,90,4,3,1,2,4,3,0,3,0,4.0,14.0,6.2,699,55,9,9.69,-0.97
Higuaín,31,4,8,3,0,2,65,20,3,1,2,20,3,0,8,0,6.4,31.0,6.0,-7195,96,5,37.59,14.24
Sigurdsson,31,3,6,4,1,6,85,15,3,0,2,15,2,1,3,0,12.7,36.0,48.0,36558,73,18,37.58,77.29
Maguire,31,2,4,3,0,-2,3,9,1,1,2,9,2,0,1,0,0.0,0.0,0.0,8690,54,-7,52.91,21.13
Barnes,31,3,4,3,0,2,76,9,1,1,5,9,2,0,2,0,5.4,48.0,1.6,6662,55,7,52.91,21.13
Nordtveit,31,2,12,4,1,0,0,11,3,0,4,11,3,1,1,0,0.0,0.0,0.0,136,45,0,101.17,52.97
Gueye,31,3,6,4,1,3,90,15,3,0,2,15,2,1,3,0,3.0,20.0,8.2,514,47,13,37.58,77.29
Hayden,31,3,2,3,0,1,90,8,2,1,2,8,3,0,1,0,5.5,28.0,12.6,1011,44,8,71.23,32.02
Diop,31,2,10,1,1,1,90,5,2,0,1,5,1,1,5,0,2.8,0.0,26.8,25265,44,19,27.58,12.21
Cork,31,3,11,3,1,2,90,12,5,0,2,12,4,1,2,0,5.1,6.0,15.2,71,46,19,64.31,27.72
Lascelles,31,2,2,3,0,0,0,8,2,1,-1,8,3,0,1,0,0.0,0.0,0.0,-24166,47,0,71.23,32.02
Maddison,31,3,4,3,0,9,63,9,1,1,6,9,2,0,2,1,10.6,20.0,45.6,67249,68,28,52.91,21.13
Tarkowski,31,2,11,3,1,1,90,12,5,0,0,12,4,1,1,0,1.6,0.0,15.0,8809,47,12,64.31,27.72
Vardy,31,4,4,3,0,2,90,9,1,1,16,9,2,0,8,0,6.2,35.0,12.2,279496,91,6,52.91,21.13
Hernández Balcázar,31,4,10,1,1,12,45,5,2,0,1,5,1,1,5,1,10.5,36.0,66.8,15174,61,53,27.58,12.21
Seri,31,3,12,4,1,2,64,11,3,0,1,11,3,1,0,0,0.6,1.0,0.0,-486,49,4,101.17,52.97
Lerma,31,3,15,2,1,1,90,10,2,0,3,10,1,1,0,0,1.8,6.0,9.6,652,45,3,45.51,17.53
Hendrick,31,3,11,3,1,0,0,12,5,0,2,12,4,1,1,0,0.0,0.0,0.0,91,52,0,64.31,27.72
Matip,31,2,9,2,0,2,90,4,3,1,1,4,3,0,7,0,2.6,8.0,17.2,4905,49,17,9.69,-0.97
Bryan,31,2,12,4,1,0,90,11,3,0,0,11,3,1,1,0,1.7,0.0,15.0,26,48,6,101.17,52.97
Gudmundsson,31,3,11,3,1,2,78,12,5,0,7,12,4,1,1,0,4.7,22.0,4.4,6327,55,7,64.31,27.72
Stankovic,31,2,19,3,0,0,90,2,2,1,0,2,3,0,7,0,4.1,24.0,17.2,5289,39,6,84.02,47.2
Lössl,31,1,19,3,0,0,90,2,2,1,1,2,3,0,2,0,2.1,4.0,7.4,2326,44,9,84.02,47.2
Kenny,31,2,6,4,1,0,0,15,3,0,0,15,2,1,0,0,0.0,0.0,0.0,-9,42,0,37.58,77.29
Shelvey,31,3,2,3,0,1,7,8,2,1,0,8,3,0,0,0,0.9,8.0,0.6,137,53,4,71.23,32.02
Evans,31,2,4,3,0,2,90,9,1,1,2,9,2,0,1,0,3.9,0.0,38.4,4137,48,16,52.91,21.13
Henderson,31,3,9,2,0,0,0,4,3,1,1,4,3,0,3,0,0.0,0.0,0.0,-295,53,0,9.69,-0.97
Pickford,31,1,6,4,1,9,90,15,3,0,7,15,2,1,7,1,2.7,0.0,27.0,10492,49,31,37.58,77.29
Frello Filho,31,3,8,3,0,2,73,20,3,1,2,20,3,0,9,0,5.3,7.0,27.6,6890,46,19,37.59,14.24
King,31,4,15,2,1,13,90,10,2,0,2,10,1,1,1,1,13.2,26.0,75.2,-4871,65,53,45.51,17.53
Bacuna,31,3,19,3,0,8,66,2,2,1,2,2,3,0,2,1,7.9,33.0,41.8,862,42,30,84.02,47.2
Grant,31,1,19,3,0,13,69,2,2,1,1,2,3,0,2,1,9.8,24.0,63.6,198,50,53,84.02,47.2
Schmeichel,31,1,4,3,0,2,90,9,1,1,2,9,2,0,2,0,1.1,0.0,10.8,7904,50,11,52.91,21.13
Arrizabalaga,31,1,8,3,0,11,90,20,3,1,2,20,3,0,3,1,6.3,0.0,63.2,10175,54,35,37.59,14.24
McDonald,31,3,12,4,1,0,0,11,3,0,2,11,3,1,1,0,0.0,0.0,0.0,296,42,0,101.17,52.97
Zouma,31,2,6,4,1,0,0,15,3,0,1,15,2,1,6,0,0.0,0.0,0.0,-2537,50,0,37.58,77.29
Digne,31,2,6,4,1,6,90,15,3,0,4,15,2,1,7,0,6.0,0.0,17.0,31782,52,26,37.58,77.29
Vietto,31,4,12,4,1,0,0,11,3,0,1,11,3,1,1,0,0.0,0.0,0.0,-104,53,0,101.17,52.97
Fabianski,31,1,10,1,1,1,90,5,2,0,2,5,1,1,6,0,1.9,0.0,19.0,67270,48,11,27.58,12.21
Mousset,31,4,15,2,1,0,0,10,2,0,1,10,1,1,1,0,0.0,0.0,0.0,772,49,0,45.51,17.53
Lanzini,31,3,10,1,1,5,90,5,2,0,1,5,1,1,3,0,3.2,4.0,14.6,6786,64,25,27.58,12.21
Arnautovic,31,4,10,1,1,2,67,5,2,0,1,5,1,1,1,0,4.2,23.0,4.8,51046,69,0,27.58,12.21
Noble,31,3,10,1,1,6,58,5,2,0,1,5,1,1,7,0,7.7,19.0,42.0,2726,48,27,27.58,12.21
Dubravka,31,1,2,3,0,1,90,8,2,1,1,8,3,0,0,0,0.3,0.0,2.8,1832,50,9,71.23,32.02
Vydra,31,4,11,3,1,1,1,12,5,0,4,12,4,1,0,0,2.2,17.0,5.0,161,56,0,64.31,27.72
Kovacic,31,3,8,3,0,0,0,20,3,1,1,20,3,0,1,0,0.0,0.0,0.0,24,57,0,37.59,14.24
Jorgensen,31,2,19,3,0,0,0,2,2,1,1,2,3,0,0,0,0.0,0.0,0.0,-1057,44,0,84.02,47.2
Ritchie,31,3,2,3,0,8,90,8,2,1,0,8,3,0,2,1,9.0,30.0,42.2,2136,58,27,71.23,32.02
Keane,31,2,6,4,1,6,90,15,3,0,1,15,2,1,6,0,2.7,4.0,23.0,6152,48,26,37.58,77.29
Antonio,31,3,10,1,1,1,45,5,2,0,1,5,1,1,0,0,1.2,15.0,0.0,3745,68,-1,27.58,12.21
Almirón,31,3,2,3,0,5,81,8,2,1,5,8,3,0,2,0,3.8,0.0,11.0,6366,60,19,71.23,32.02
